origin,factor_id,factor_label,unit,iso2,country,value,year,source,url,note,status
hyperscale,facility,Equinix FR9/FR10,MW,DE,Germany,65,,Equinix,https://www.equinix.com/,under_construction,pending
hyperscale,facility,Microsoft Germany North (Berlin),MW,DE,Germany,150,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction,pending
hyperscale,facility,Microsoft Germany West Central,MW,DE,Germany,120,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,NTT Frankfurt 1-3,MW,DE,Germany,90,,NTT,https://services.global.ntt/en-us/services-and-products/data-centers/frankfurt,operational,pending
hyperscale,facility,Vantage FRA1/FRA2,MW,DE,Germany,80,,Vantage,https://vantage-dc.com/data_center/frankfurt/,operational,pending
hyperscale,facility,Vantage FRA21/FRA22,MW,DE,Germany,200,,Vantage,https://vantage-dc.com/,under_construction,pending
hyperscale,facility,Yondr Frankfurt Campus,MW,DE,Germany,180,,Yondr,https://www.yondrgroup.com/,under_construction,pending
hyperscale,facility,AWS Denmark,MW,DK,Denmark,150,,AWS,https://aws.amazon.com/,under_construction,pending
hyperscale,facility,Meta Odense,MW,DK,Denmark,175,,Meta,https://datacenters.atmeta.com/all-locations/,operational,pending
hyperscale,facility,Microsoft Denmark East,MW,DK,Denmark,300,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction; Aspirational total; signed PPAs cover ~130 MW renewables. 300 MW IT load represents full multi-campus build envelope.,pending
hyperscale,facility,nLighten Copenhagen,MW,DK,Denmark,40,,nLighten,https://nlighten.com/,under_construction,pending
hyperscale,facility,Mountain View Egypt,MW,EG,Egypt,30,,Mountain View,https://mvegypt.com/,under_construction,pending
hyperscale,facility,Telecom Egypt Smart Village,MW,EG,Egypt,20,,Telecom Egypt,https://www.datacentermap.com/,operational,pending
hyperscale,facility,AWS Spain (EU-South-2),MW,ES,Spain,150,,AWS,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,under_construction,pending
hyperscale,facility,Data4 Madrid,MW,ES,Spain,80,,Data4,https://www.data4group.com/,under_construction,pending
hyperscale,facility,Equinix MD2/MD3,MW,ES,Spain,35,,Equinix,https://www.equinix.com/data-centers/europe-colocation/spain-colocation/madrid-data-centers,operational,pending
hyperscale,facility,Merlin Edge Madrid,MW,ES,Spain,55,,Merlin Properties,https://www.merlinproperties.com/,under_construction,pending
hyperscale,facility,Microsoft Spain Central,MW,ES,Spain,120,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,Stack EMEA Madrid MAD01,MW,ES,Spain,120,,Stack Infrastructure,https://www.stackinfra.com/,under_construction,pending
hyperscale,facility,Stack Tres Cantos MAD02,MW,ES,Spain,80,,Stack Infrastructure,https://www.stackinfra.com/,under_construction,pending
hyperscale,facility,Google Hamina,MW,FI,Finland,260,,Google,https://www.google.com/about/datacenters/locations/hamina/,operational,pending
hyperscale,facility,Google Hamina Phase 5,MW,FI,Finland,120,,Google,https://www.google.com/about/datacenters/locations/hamina/,under_construction,pending
hyperscale,facility,Microsoft Finland (Espoo),MW,FI,Finland,200,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction,pending
hyperscale,facility,AWS Paris (EU-West-3),MW,FR,France,175,,AWS,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,operational; EU-WEST-3 region; conservative AI DC Index estimate,pending
hyperscale,facility,Data4 Paris-Saclay,MW,FR,France,80,,Data4,https://www.data4group.com/en/data-center-france/,operational,pending
hyperscale,facility,Data4 Paris-Saclay Phase 2,MW,FR,France,60,,Data4,https://www.data4group.com/,under_construction,pending
hyperscale,facility,Digital Realty / Interxion PAR1-PAR8,MW,FR,France,110,,Digital Realty,https://www.digitalrealty.com/data-centers/emea/paris,operational,pending
hyperscale,facility,Equinix PA10/PA11,MW,FR,France,80,,Equinix,https://www.equinix.com/,under_construction,pending
hyperscale,facility,Equinix PA8/PA9,MW,FR,France,50,,Equinix,https://www.equinix.com/data-centers/europe-colocation/france-colocation/paris-data-centers,operational,pending
hyperscale,facility,Telehouse TH3 Paris,MW,FR,France,45,,Telehouse,https://www.telehouse.net/,under_construction,pending
hyperscale,facility,Ada Infrastructure Docklands,MW,GB,United Kingdom,210,,Ada Infrastructure,https://www.adainfrastructure.com/,under_construction; GLP-backed flagship build,pending
hyperscale,facility,Digital Realty / Interxion LON1-LON4,MW,GB,United Kingdom,80,,Digital Realty,https://www.digitalrealty.co.uk/,operational,pending
hyperscale,facility,Equinix LD5/LD6 (Slough),MW,GB,United Kingdom,75,,Equinix,https://www.equinix.com/data-centers/europe-colocation/united-kingdom-colocation/london-data-centers,operational,pending
hyperscale,facility,Iron Mountain LON-3,MW,GB,United Kingdom,27,,Iron Mountain,https://www.ironmountain.com/data-centers,operational,pending
hyperscale,facility,Iron Mountain LON-4,MW,GB,United Kingdom,33,,Iron Mountain,https://www.ironmountain.com/data-centers,under_construction,pending
hyperscale,facility,Microsoft UK South (Heathrow),MW,GB,United Kingdom,175,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational; AI DC Index estimate across multiple London sites; Microsoft does not publish per-region MW,pending
hyperscale,facility,Stack EMEA LON02,MW,GB,United Kingdom,85,,Stack Infrastructure,https://www.stackinfra.com/,under_construction,pending
hyperscale,facility,Telehouse North/West/East,MW,GB,United Kingdom,50,,Telehouse,https://www.telehouse.net/,operational,pending
hyperscale,facility,VIRTUS LONDON5/LONDON6,MW,GB,United Kingdom,80,,VIRTUS,https://www.virtusdatacentres.com/,operational,pending
hyperscale,facility,VIRTUS LONDON7 (Stockley Park),MW,GB,United Kingdom,52,,VIRTUS,https://www.virtusdatacentres.com/,under_construction,pending
hyperscale,facility,Yondr Slough Campus,MW,GB,United Kingdom,120,,Yondr,https://www.yondrgroup.com/,under_construction,pending
hyperscale,facility,Lamda Hellinikon Phase 1 (Microsoft Athens),MW,GR,Greece,120,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction,pending
hyperscale,facility,AWS Ireland (multi-AZ Dublin),MW,IE,Ireland,450,,AWS,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,operational; EU-WEST-1 region across multiple Dublin AZs; AI DC Index estimate,pending
hyperscale,facility,Echelon DUB10,MW,IE,Ireland,140,,Echelon,https://echelondc.com/,under_construction; Planning challenges; partial start,pending
hyperscale,facility,EdgeConneX EDC Dublin,MW,IE,Ireland,150,,EdgeConneX,https://www.edgeconnex.com/,under_construction,pending
hyperscale,facility,Equinix DB1-DB5,MW,IE,Ireland,75,,Equinix,https://www.equinix.com/data-centers/europe-colocation/ireland-colocation/dublin-data-centers,operational,pending
hyperscale,facility,Equinix DB6 Dublin,MW,IE,Ireland,35,,Equinix,https://www.equinix.com/,under_construction,pending
hyperscale,facility,Meta Clonee,MW,IE,Ireland,288,,Meta,https://datacenters.atmeta.com/all-locations/,operational,pending
hyperscale,facility,Microsoft North Europe,MW,IE,Ireland,170,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,Stack EMEA DUB02,MW,IE,Ireland,80,,Stack Infrastructure,https://www.stackinfra.com/,under_construction,pending
hyperscale,facility,AWS Israel (IL-Central-1),MW,IL,Israel,80,,AWS,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,operational,pending
hyperscale,facility,Google Israel Region,MW,IL,Israel,80,,Google,https://cloud.google.com/about/locations,under_construction,pending
hyperscale,facility,atNorth ICE03,MW,IS,Iceland,80,,atNorth,https://www.atnorth.com/,under_construction,pending
hyperscale,facility,AWS Italy (EU-South-1),MW,IT,Italy,80,,AWS,https://aws.amazon.com/about-aws/global-infrastructure/regions_az/,operational,pending
hyperscale,facility,Aruba Global Cloud Data Center Bergamo,MW,IT,Italy,90,,Aruba,https://www.arubadatacenter.com/,operational,pending
hyperscale,facility,Data4 Milan MIL01,MW,IT,Italy,85,,Data4,https://www.data4group.com/,under_construction,pending
hyperscale,facility,Equinix MI3,MW,IT,Italy,30,,Equinix,https://www.equinix.com/,operational,pending
hyperscale,facility,Equinix MI5/MI6,MW,IT,Italy,55,,Equinix,https://www.equinix.com/,under_construction,pending
hyperscale,facility,Vantage MIL11,MW,IT,Italy,80,,Vantage,https://vantage-dc.com/,under_construction,pending
hyperscale,facility,LuxConnect DC1-DC3,MW,LU,Luxembourg,40,,LuxConnect,https://www.luxconnect.lu/,operational,pending
hyperscale,facility,N+ONE Casablanca,MW,MA,Morocco,15,,N+ONE,https://www.nplusone.ma/,operational,pending
hyperscale,facility,Digital Realty / Interxion AMS1-AMS17,MW,NL,Netherlands,150,,Digital Realty,https://www.digitalrealty.com/data-centers/emea/amsterdam,operational,pending
hyperscale,facility,Equinix AM11,MW,NL,Netherlands,40,,Equinix,https://www.equinix.com/,under_construction,pending
hyperscale,facility,Equinix AM3/AM4/AM7,MW,NL,Netherlands,75,,Equinix,https://www.equinix.com/data-centers/europe-colocation/netherlands-colocation/amsterdam-data-centers,operational,pending
hyperscale,facility,Google Eemshaven,MW,NL,Netherlands,140,,Google,https://www.google.com/about/datacenters/locations/eemshaven/,operational; Eemshaven facility ~140 MW; Google NL total (Eemshaven + Middenmeer) ~200 MW combined,pending
hyperscale,facility,Microsoft Middenmeer,MW,NL,Netherlands,230,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,Microsoft Middenmeer 2,MW,NL,Netherlands,120,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,under_construction,pending
hyperscale,facility,Bulk N01 (Oslo),MW,NO,Norway,35,,Bulk,https://www.bulk.com/,operational,pending
hyperscale,facility,Bulk N02 (Oslo),MW,NO,Norway,60,,Bulk,https://www.bulk.com/,under_construction,pending
hyperscale,facility,Green Mountain DC1 (Stavanger),MW,NO,Norway,35,,Green Mountain,https://greenmountain.no/,operational,pending
hyperscale,facility,Green Mountain DC2 expansion,MW,NO,Norway,60,,Green Mountain,https://greenmountain.no/,under_construction,pending
hyperscale,facility,AtmanData Warsaw,MW,PL,Poland,35,,Atman,https://www.atman.pl/en,operational,pending
hyperscale,facility,AtmanData Warsaw WAW-3,MW,PL,Poland,50,,Atman,https://www.atman.pl/en,under_construction,pending
hyperscale,facility,Microsoft Poland Central,MW,PL,Poland,110,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,Start Campus SIN01 (Sines),MW,PT,Portugal,14,,Start Campus,https://startcampus.com/,operational; SIN01 Phase 1 ~14 MW live; subsequent campus phases under construction,pending
hyperscale,facility,Start Campus SIN02-SIN04 (Sines),MW,PT,Portugal,473,,Start Campus,https://startcampus.com/,under_construction; SIN02-04 currently under construction (~473 MW). Campus total expanded to 1.2 GW per Aug 2024 announcement.,pending
hyperscale,facility,Google Qatar Region,MW,QA,Qatar,80,,Google,https://cloud.google.com/about/locations,under_construction,pending
hyperscale,facility,Microsoft Qatar Cloud,MW,QA,Qatar,80,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,operational,pending
hyperscale,facility,NXDATA Bucharest,MW,RO,Romania,25,,NXDATA,https://www.nxdata.ro/,operational,pending
hyperscale,facility,Google Saudi Region,MW,SA,Saudi Arabia,150,,Google,https://cloud.google.com/about/locations,under_construction,pending
hyperscale,facility,NEOM Cognitive Cloud,MW,SA,Saudi Arabia,200,,NEOM,https://www.neom.com/,under_construction; Vision 2030 hyperscale campus,pending
hyperscale,facility,STC SDC2 (Riyadh),MW,SA,Saudi Arabia,60,,STC,https://www.datacenterdynamics.com/en/news/saudi-telecom-company-stc-data-centers/,operational,pending
hyperscale,facility,Saudi Cloud STC Cloud,MW,SA,Saudi Arabia,80,,STC Cloud,https://www.stc.com.sa/,operational,pending
hyperscale,facility,Facebook Luleå,MW,SE,Sweden,120,,Meta,https://datacenters.atmeta.com/all-locations/,operational,pending
hyperscale,facility,Microsoft Sweden Central,MW,SE,Sweden,500,,Microsoft Azure,https://datacenters.microsoft.com/region/europe/,"operational; Microsoft Sweden Central region opened Q4 2021; expanded to ~500 MW across Gävle, Sandviken and Staffanstorp campuses",pending
hyperscale,facility,atNorth STO01 (formerly DigiPlex),MW,SE,Sweden,40,,atNorth,https://www.atnorth.com/,operational,pending
hyperscale,facility,atNorth SWE01,MW,SE,Sweden,50,,atNorth,https://www.atnorth.com/,under_construction,pending
hyperscale,facility,Türk Telekom Istanbul,MW,TR,Türkiye,40,,Türk Telekom,https://www.turktelekom.com.tr/,operational,pending
